TaskID_InDB,TaskID,OwnerJobID,CPUNeed_Claimed,RAMNeed_Claimed,StorageNeed_Claimed,ListOfResourceNeeds,TimeSubmission,TimeDeadLinePrefered,TimeDeadlineFinal,Date,SimID,EST,EFT,NodeID_SubmittedOn,LastStatus,LastStatusTime,PriorityNo,CPUNeed_Real,RAMNeed_Real,StorageNeed_Real,CPUNeed_Predicted,RAMNeed_Predicted,StorageNeed_Predicted,LengthOnScheduledMachine,LengthOnFogAndCloudBaseLineCPU,BaseLineCloudAndFogCpuMIPS,LengthOnBaseLineCloudMachine,LengthOnBaseLineFogMachine,LengthOnBaseLineIoTMachine,BaseLineCpuFogMIPS,BaseLineCpuIoTMIPS,BaseLineCpuCloudMIPS,BaseLineCloudBandwidth,BaseLineCloudAndFogBandwidth,BaseLineIoTBandwidth,BaseLineFogBandwidth,SuccessorsImediate,SuccessorsNotImmediate,PredecessorsImediate,TimeStartOnMachine,TimeFinishOnMachine
2725730,1,11,573570,3600,395,155,2,7,7,1400/12/28,5508,4,6,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5054,381000,1.6388,1.3922,573570.0,412000,1,350000,1,1,1,1,"[8,4]","[10,11,12]",[0],0,0
2725731,2,11,575297,1056,60,155,2,7,7,1400/12/28,5508,4,6,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.51,381000,1.6437,1.3964,575297.0,412000,1,350000,1,1,1,1,"[6,5]","[10,11,12]",[0],0,0
2725732,3,11,562957,1891,234,125,120,2,7,1400/12/28,5508,4,6,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4776,381000,1.6084,1.3664,562957.0,412000,1,350000,1,1,1,1,[9],"[11,12]",[0],0,0
2725733,4,11,600788,3034,270,120,155,2,9,1400/12/28,5508,6,8,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5769,381000,1.7165,1.4582,600788.0,412000,1,350000,1,1,1,1,"[8,7]","[10,11,12]",[1],0,0
2725734,5,11,560625,80,355,155,2,9,9,1400/12/28,5508,6,8,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4715,381000,1.6018,1.3607,560625.0,412000,1,350000,1,1,1,1,[12],[],[2],0,0
2725735,6,11,566395,3586,214,155,133,2,23,1400/12/28,5508,20,22,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4866,381000,1.6183,1.3747,566395.0,412000,1,350000,1,1,1,1,[10],"[11,12]","[0,2]",0,0
2725736,7,11,550143,583,309,155,125,2,11,1400/12/28,5508,8,10,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4439,381000,1.5718,1.3353,550143.0,412000,1,350000,1,1,1,1,[9],"[11,12]",[4],0,0
2725737,8,11,546593,2184,99,133,86,2,31,1400/12/28,5508,28,30,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,2,0,0,0,0,0,0,0.0,1.4346,381000,1.5617,1.3267,546593.0,412000,1,350000,1,1,1,1,[10],"[11,12]","[1,4]",0,0
2725738,9,11,628411,2471,91,110,120,2,49,1400/12/28,5508,46,48,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6494,381000,1.7955,1.5253,628411.0,412000,1,350000,1,1,1,1,[11],[12],"[0,3,7]",0,0
2725739,10,11,562073,1061,302,86,155,2,55,1400/12/28,5508,52,54,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4753,381000,1.6059,1.3643,562073.0,412000,1,350000,1,1,1,1,[11],[12],"[6,8]",0,0
2725740,11,11,544534,903,27,110,155,2,90,1400/12/28,5508,87,89,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4292,381000,1.5558,1.3217,544534.0,412000,1,350000,1,1,1,1,[12],[],"[9,10]",0,0
2725741,12,11,628732,712,190,155,12,2,131,1400/12/28,5508,128,130,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6502,381000,1.7964,1.526,628732.0,412000,1,350000,1,1,1,1,[],[],"[5,11]",0,0
2725742,0,12,598530,1051,174,86,30,33,33,1400/12/28,5508,30,32,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,1,0,0,0,0,0,0,0.0,1.5709,381000,1.7101,1.4527,598530.0,412000,1,350000,1,1,1,1,"[5,1]",[8],[],0,0
2725743,1,12,582494,1693,382,125,30,35,35,1400/12/28,5508,32,34,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,2,0,0,0,0,0,0,0.0,1.5289,381000,1.6643,1.4138,582494.0,412000,1,350000,1,1,1,1,"[5,2]",[8],[0],0,0
2725744,2,12,601555,837,301,133,30,37,37,1400/12/28,5508,34,36,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,2,0,0,0,0,0,0,0.0,1.5789,381000,1.7187,1.4601,601555.0,412000,1,350000,1,1,1,1,"[4,3]",[8],[1],0,0
2725745,3,12,576651,3652,324,22,133,30,39,1400/12/28,5508,36,38,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,1,0,0,0,0,0,0,0.0,1.5135,381000,1.6476,1.3996,576651.0,412000,1,350000,1,1,1,1,[8],[],[2],0,0
2725746,4,12,603410,1948,115,12,133,30,67,1400/12/28,5508,64,66,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,2,0,0,0,0,0,0,0.0,1.5838,381000,1.724,1.4646,603410.0,412000,1,350000,1,1,1,1,"[8,6]",[],[2],0,0
2725747,5,12,608590,3158,258,22,30,63,63,1400/12/28,5508,60,62,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,1,0,0,0,0,0,0,0.0,1.5973,381000,1.7388,1.4772,608590.0,412000,1,350000,1,1,1,1,[8],[],"[0,1]",0,0
2725748,6,12,554772,1375,238,110,86,30,69,1400/12/28,5508,66,68,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,2,0,0,0,0,0,0,0.0,1.4561,381000,1.5851,1.3465,554772.0,412000,1,350000,1,1,1,1,[7],[8],[4],0,0
2725749,7,12,543398,3331,325,155,30,83,83,1400/12/28,5508,80,82,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,1,0,0,0,0,0,0,0.0,1.4262,381000,1.5526,1.3189,543398.0,412000,1,350000,1,1,1,1,[8],[],[6],0,0
2725750,8,12,555799,3492,281,155,30,97,97,1400/12/28,5508,94,96,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,30,1,0,0,0,0,0,0,0.0,1.4588,381000,1.588,1.349,555799.0,412000,1,350000,1,1,1,1,[],[],"[3,4,5,7]",0,0
2725751,0,13,555090,288,156,133,22,49,52,1400/12/28,5508,49,51,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.4569,381000,1.586,1.3473,555090.0,412000,1,350000,1,1,1,1,"[9,1]","[10,11]",[],0,0
2725752,1,13,542912,2704,94,125,155,49,54,1400/12/28,5508,51,53,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.425,381000,1.5512,1.3177,542912.0,412000,1,350000,1,1,1,1,"[2,3]","[10,11]",[0],0,0
2725753,2,13,550935,1492,180,133,49,70,70,1400/12/28,5508,67,69,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.446,381000,1.5741,1.3372,550935.0,412000,1,350000,1,1,1,1,"[10,4,5]",[11],[1],0,0
2725754,3,13,600854,3884,247,110,120,49,56,1400/12/28,5508,53,55,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.577,381000,1.7167,1.4584,600854.0,412000,1,350000,1,1,1,1,"[8,6]","[9,10,11]",[1],0,0
2725755,4,13,563633,3711,372,12,49,72,72,1400/12/28,5508,69,71,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.4794,381000,1.6104,1.368,563633.0,412000,1,350000,1,1,1,1,"[11,7]",[],[2],0,0
2725756,5,13,570581,120,259,125,22,49,72,1400/12/28,5508,69,71,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.4976,381000,1.6302,1.3849,570581.0,412000,1,350000,1,1,1,1,[8],"[9,10,11]",[2],0,0
2725757,6,13,621478,3833,3,125,49,58,58,1400/12/28,5508,55,57,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.6312,381000,1.7757,1.5084,621478.0,412000,1,350000,1,1,1,1,[8],"[9,10,11]",[3],0,0
2725758,7,13,625770,895,247,22,12,49,74,1400/12/28,5508,71,73,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6424,381000,1.7879,1.5189,625770.0,412000,1,350000,1,1,1,1,[10],[11],[4],0,0
2725759,8,13,575212,1682,118,133,49,96,96,1400/12/28,5508,93,95,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5097,381000,1.6435,1.3961,575212.0,412000,1,350000,1,1,1,1,[9],"[10,11]","[3,5,6]",0,0
2725760,9,13,608734,3084,299,133,12,49,125,1400/12/28,5508,122,124,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5977,381000,1.7392,1.4775,608734.0,412000,1,350000,1,1,1,1,[10],[11],"[0,8]",0,0
2725761,10,13,624865,2218,191,22,120,49,155,1400/12/28,5508,152,154,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6401,381000,1.7853,1.5167,624865.0,412000,1,350000,1,1,1,1,[11],[],"[2,7,9]",0,0
2725762,11,13,595253,3088,6,22,49,170,170,1400/12/28,5508,167,169,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5623,381000,1.7007,1.4448,595253.0,412000,1,350000,1,1,1,1,[],[],"[4,10]",0,0
2725763,0,14,566312,2150,106,125,120,22,25,1400/12/28,5508,22,24,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,3,0,0,0,0,0,0,0.0,1.4864,381000,1.618,1.3745,566312.0,412000,1,350000,1,1,1,1,"[5,1,2,4]","[8,10,11]",[],0,0
2725764,1,14,600229,2878,233,125,12,22,27,1400/12/28,5508,24,26,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.5754,381000,1.7149,1.4569,600229.0,412000,1,350000,1,1,1,1,[3],"[7,10,11]",[0],0,0
2725765,2,14,557913,3009,353,133,22,27,27,1400/12/28,5508,24,26,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.4643,381000,1.594,1.3542,557913.0,412000,1,350000,1,1,1,1,[9],[11],[0],0,0
2725766,3,14,595853,2396,298,155,22,65,65,1400/12/28,5508,62,64,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.5639,381000,1.7024,1.4462,595853.0,412000,1,350000,1,1,1,1,"[7,6]","[10,11]",[1],0,0
2725767,4,14,540708,208,149,110,22,27,27,1400/12/28,5508,24,26,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.4192,381000,1.5449,1.3124,540708.0,412000,1,350000,1,1,1,1,[8],"[10,11]",[0],0,0
2725768,5,14,618114,1725,58,22,22,40,40,1400/12/28,5508,37,39,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.6223,381000,1.766,1.5003,618114.0,412000,1,350000,1,1,1,1,[8],"[10,11]",[0],0,0
2725769,6,14,622345,2672,297,86,12,22,67,1400/12/28,5508,64,66,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.6335,381000,1.7781,1.5105,622345.0,412000,1,350000,1,1,1,1,[11],[],[3],0,0
2725770,7,14,604079,1035,356,155,12,22,101,1400/12/28,5508,98,100,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,4,0,0,0,0,0,0,0.0,1.5855,381000,1.7259,1.4662,604079.0,412000,1,350000,1,1,1,1,[10],[11],[3],0,0
2725771,8,14,559079,1180,272,133,22,22,60,1400/12/28,5508,57,59,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.4674,381000,1.5974,1.357,559079.0,412000,1,350000,1,1,1,1,[10],[11],"[4,5]",0,0
2725772,9,14,562863,1295,63,133,125,22,46,1400/12/28,5508,43,45,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.4773,381000,1.6082,1.3662,562863.0,412000,1,350000,1,1,1,1,[11],[],[2],0,0
2725773,10,14,543131,3552,233,86,22,118,118,1400/12/28,5508,115,117,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.4255,381000,1.5518,1.3183,543131.0,412000,1,350000,1,1,1,1,[11],[],"[7,8]",0,0
2725774,11,14,608705,2572,286,12,125,22,148,1400/12/28,5508,145,147,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.5977,381000,1.7392,1.4774,608705.0,412000,1,350000,1,1,1,1,[],[],"[6,9,10]",0,0
2725775,0,15,555287,3210,280,110,12,15,18,1400/12/28,5508,15,17,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,1,0,0,0,0,0,0,0.0,1.4574,381000,1.5865,1.3478,555287.0,412000,1,350000,1,1,1,1,"[5,1]",[6],[],0,0
2725776,1,15,610274,1669,108,12,15,21,21,1400/12/28,5508,17,19,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,1,0,0,0,0,0,0,0.0,1.6018,381000,1.7436,1.4812,610274.0,412000,1,350000,1,1,1,1,"[2,3]","[4,5,6]",[0],0,0
2725777,2,15,548623,3140,274,125,15,53,53,1400/12/28,5508,50,52,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,1,0,0,0,0,0,0,0.0,1.44,381000,1.5675,1.3316,548623.0,412000,1,350000,1,1,1,1,[4],"[5,6]",[1],0,0
2725778,3,15,600158,2529,242,125,15,23,23,1400/12/28,5508,19,21,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,2,0,0,0,0,0,0,0.0,1.5752,381000,1.7147,1.4567,600158.0,412000,1,350000,1,1,1,1,[4],"[5,6]",[1],0,0
2725779,4,15,555755,2936,223,125,133,15,72,1400/12/28,5508,69,71,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,1,0,0,0,0,0,0,0.0,1.4587,381000,1.5879,1.3489,555755.0,412000,1,350000,1,1,1,1,[5],[6],"[2,3]",0,0
2725780,5,15,585164,3527,346,110,133,15,87,1400/12/28,5508,84,86,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,2,0,0,0,0,0,0,0.0,1.5359,381000,1.6719,1.4203,585164.0,412000,1,350000,1,1,1,1,[6],[],"[0,4]",0,0
2725781,6,15,563239,3098,224,133,15,122,122,1400/12/28,5508,119,121,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,15,1,0,0,0,0,0,0,0.0,1.4783,381000,1.6093,1.3671,563239.0,412000,1,350000,1,1,1,1,[],[],[5],0,0
2725782,0,16,601251,3202,226,155,42,45,45,1400/12/28,5508,42,44,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.5781,381000,1.7179,1.4593,601251.0,412000,1,350000,1,1,1,1,"[5,1]","[7,8,9,11]",[],0,0
2725783,1,16,554424,2366,120,125,42,47,47,1400/12/28,5508,44,46,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.4552,381000,1.5841,1.3457,554424.0,412000,1,350000,1,1,1,1,"[5,2,3,4]","[7,8,9,11]",[0],0,0
2725784,2,16,608089,3930,246,120,42,49,49,1400/12/28,5508,46,48,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.596,381000,1.7374,1.4759,608089.0,412000,1,350000,1,1,1,1,[8],"[9,11]",[1],0,0
2725785,3,16,621848,664,291,125,42,49,49,1400/12/28,5508,46,48,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.6321,381000,1.7767,1.5093,621848.0,412000,1,350000,1,1,1,1,"[9,6]",[11],[1],0,0
2725786,4,16,603575,1604,299,155,42,49,49,1400/12/28,5508,46,48,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.5842,381000,1.7245,1.465,603575.0,412000,1,350000,1,1,1,1,[7],"[8,9,11]",[1],0,0
2725787,5,16,626541,2884,149,133,110,42,68,1400/12/28,5508,65,67,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.6445,381000,1.7901,1.5207,626541.0,412000,1,350000,1,1,1,1,[7],"[8,9,11]","[0,1]",0,0
2725788,6,16,618150,3636,231,22,12,42,51,1400/12/28,5508,48,50,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.6224,381000,1.7661,1.5004,618150.0,412000,1,350000,1,1,1,1,[10],[11],[3],0,0
2725789,7,16,573425,3985,33,86,12,42,110,1400/12/28,5508,107,109,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.5051,381000,1.6384,1.3918,573425.0,412000,1,350000,1,1,1,1,[8],"[9,11]","[4,5]",0,0
2725790,8,16,616522,697,383,125,42,122,122,1400/12/28,5508,119,121,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.6182,381000,1.7615,1.4964,616522.0,412000,1,350000,1,1,1,1,[9],[11],"[2,7]",0,0
2725791,9,16,611832,2914,358,12,42,126,126,1400/12/28,5508,123,125,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.6059,381000,1.7481,1.485,611832.0,412000,1,350000,1,1,1,1,[11],[],"[3,8]",0,0
2725792,10,16,591568,2116,378,125,42,88,88,1400/12/28,5508,85,87,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.5527,381000,1.6902,1.4358,591568.0,412000,1,350000,1,1,1,1,[11],[],[6],0,0
2725793,11,16,545002,190,117,155,22,42,161,1400/12/28,5508,158,160,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.4305,381000,1.5571,1.3228,545002.0,412000,1,350000,1,1,1,1,[],[],"[9,10]",0,0
2725794,0,17,545814,1316,364,120,155,49,52,1400/12/28,5508,49,51,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.4326,381000,1.5595,1.3248,545814.0,412000,1,350000,1,1,1,1,"[8,1]","[11,12]",[],0,0
2725795,1,17,619737,100,247,12,125,49,54,1400/12/28,5508,51,53,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.6266,381000,1.7707,1.5042,619737.0,412000,1,350000,1,1,1,1,"[12,2]",[],[0],0,0
2725796,2,17,607459,3267,315,86,49,56,56,1400/12/28,5508,53,55,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5944,381000,1.7356,1.4744,607459.0,412000,1,350000,1,1,1,1,"[6,3,4]","[9,11,12]",[1],0,0
2725797,3,17,543786,2123,272,155,49,58,58,1400/12/28,5508,55,57,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.4273,381000,1.5537,1.3199,543786.0,412000,1,350000,1,1,1,1,"[7,5]","[10,11,12]",[2],0,0
2725798,4,17,590762,451,97,12,125,49,58,1400/12/28,5508,55,57,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5506,381000,1.6879,1.4339,590762.0,412000,1,350000,1,1,1,1,[11],[12],[2],0,0
2725799,5,17,541954,2024,222,133,49,60,60,1400/12/28,5508,57,59,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.4225,381000,1.5484,1.3154,541954.0,412000,1,350000,1,1,1,1,[11],[12],[3],0,0
2725800,6,17,586005,2432,164,125,49,70,70,1400/12/28,5508,67,69,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5381,381000,1.6743,1.4223,586005.0,412000,1,350000,1,1,1,1,[9],"[11,12]",[2],0,0
2725801,7,17,620096,2407,251,120,49,97,97,1400/12/28,5508,94,96,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.6275,381000,1.7717,1.5051,620096.0,412000,1,350000,1,1,1,1,[10],"[11,12]",[3],0,0
2725802,8,17,576618,2567,309,125,22,49,73,1400/12/28,5508,70,72,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5134,381000,1.6475,1.3996,576618.0,412000,1,350000,1,1,1,1,[11],[12],[0],0,0
2725803,9,17,624290,2019,248,120,12,49,85,1400/12/28,5508,82,84,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6386,381000,1.7837,1.5153,624290.0,412000,1,350000,1,1,1,1,[11],[12],[6],0,0
2725804,10,17,623773,2053,305,12,49,133,133,1400/12/28,5508,130,132,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6372,381000,1.7822,1.514,623773.0,412000,1,350000,1,1,1,1,[11],[12],[7],0,0
2725805,11,17,588237,3644,240,22,155,49,138,1400/12/28,5508,135,137,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5439,381000,1.6807,1.4278,588237.0,412000,1,350000,1,1,1,1,[12],[],"[4,5,8,9,10]",0,0
2725806,12,17,552939,615,17,22,49,157,157,1400/12/28,5508,154,156,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.4513,381000,1.5798,1.3421,552939.0,412000,1,350000,1,1,1,1,[],[],"[1,11]",0,0
2725807,0,18,594877,3202,259,133,120,50,53,1400/12/28,5508,50,52,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.5614,381000,1.6996,1.4439,594877.0,412000,1,350000,1,1,1,1,"[13,2,1]",[],[],0,0
2725808,1,18,596503,132,394,125,50,55,55,1400/12/28,5508,52,54,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.5656,381000,1.7043,1.4478,596503.0,412000,1,350000,1,1,1,1,"[6,5]","[12,13]",[0],0,0
2725809,2,18,546529,2967,6,133,50,55,55,1400/12/28,5508,52,54,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,2,0,0,0,0,0,0,0.0,1.4345,381000,1.5615,1.3265,546529.0,412000,1,350000,1,1,1,1,"[12,3]",[13],[0],0,0
2725810,3,18,570141,780,209,22,110,50,57,1400/12/28,5508,54,56,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.4964,381000,1.629,1.3838,570141.0,412000,1,350000,1,1,1,1,[4],"[7,12,13]",[2],0,0
2725811,4,18,563242,2311,134,125,50,63,63,1400/12/28,5508,60,62,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.4783,381000,1.6093,1.3671,563242.0,412000,1,350000,1,1,1,1,[7],"[12,13]",[3],0,0
2725812,5,18,624732,3933,63,22,50,57,57,1400/12/28,5508,54,56,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.6397,381000,1.7849,1.5163,624732.0,412000,1,350000,1,1,1,1,"[8,10]","[11,12,13]",[1],0,0
2725813,6,18,602472,2274,200,133,120,50,92,1400/12/28,5508,89,91,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.5813,381000,1.7213,1.4623,602472.0,412000,1,350000,1,1,1,1,"[12,9]",[13],[1],0,0
2725814,7,18,581525,1703,53,120,50,102,102,1400/12/28,5508,99,101,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,2,0,0,0,0,0,0,0.0,1.5263,381000,1.6615,1.4115,581525.0,412000,1,350000,1,1,1,1,[12],[13],[4],0,0
2725815,8,18,590056,1891,256,125,50,88,88,1400/12/28,5508,85,87,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,2,0,0,0,0,0,0,0.0,1.5487,381000,1.6859,1.4322,590056.0,412000,1,350000,1,1,1,1,[11],"[12,13]",[5],0,0
2725816,9,18,552791,2920,205,125,155,50,94,1400/12/28,5508,91,93,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,50,1,0,0,0,0,0,0,0.0,1.4509,381000,1.5794,1.3417,552791.0,412000,1,350000,1,1,1,1,[12],[13],[6],0,0
